Distribution Date,Site ID,Partner,Product Category,Product Size,Qty,Households,Children
2026-07-13,SITE_013,Partner Site 13,period_tampon,super,38,,
2026-07-13,SITE_013,Partner Site 13,period_tampon,super_plus,25,,
2026-07-20,SITE_013,Partner Site 13,diaper,N,79,2.0,2.0
2026-07-20,SITE_013,Partner Site 13,diaper,1,167,2.0,3.0
2026-07-20,SITE_013,Partner Site 13,diaper,2,293,3.0,5.0
2026-07-20,SITE_013,Partner Site 13,diaper,3,376,6.0,8.0
2026-07-20,SITE_013,Partner Site 13,diaper,4,473,8.0,12.0
2026-07-20,SITE_013,Partner Site 13,diaper,5,501,8.0,11.0
2026-07-20,SITE_013,Partner Site 13,diaper,6,212,3.0,4.0
2026-07-20,SITE_013,Partner Site 13,diaper,7,69,1.0,1.0
2026-07-20,SITE_013,Partner Site 13,wipes,one_size,947,,
2026-07-20,SITE_013,Partner Site 13,period_pad,regular,118,,
2026-07-20,SITE_013,Partner Site 13,period_pad,super,73,,
2026-07-20,SITE_013,Partner Site 13,period_pad,overnight,58,,
2026-07-20,SITE_013,Partner Site 13,period_tampon,regular,64,,
2026-07-20,SITE_013,Partner Site 13,period_tampon,super,51,,
2026-07-20,SITE_013,Partner Site 13,period_tampon,super_plus,18,,
2026-07-20,SITE_013,Partner Site 13,period_liner,one_size,75,,
2026-07-27,SITE_013,Partner Site 13,diaper,N,81,1.0,2.0
2026-07-27,SITE_013,Partner Site 13,diaper,1,209,3.0,5.0
2026-07-27,SITE_013,Partner Site 13,diaper,2,315,5.0,7.0
2026-07-27,SITE_013,Partner Site 13,diaper,3,476,7.0,10.0
2026-07-27,SITE_013,Partner Site 13,diaper,4,672,15.0,18.0
2026-07-27,SITE_013,Partner Site 13,diaper,5,659,8.0,12.0
2026-07-27,SITE_013,Partner Site 13,diaper,6,278,4.0,5.0
2026-07-27,SITE_013,Partner Site 13,diaper,7,70,1.0,1.0
2026-07-27,SITE_013,Partner Site 13,wipes,one_size,1309,,
2026-07-27,SITE_013,Partner Site 13,period_pad,regular,170,,
2026-07-27,SITE_013,Partner Site 13,period_pad,super,98,,
2026-07-27,SITE_013,Partner Site 13,period_pad,overnight,62,,
2026-07-27,SITE_013,Partner Site 13,period_tampon,regular,138,,
2026-07-27,SITE_013,Partner Site 13,period_tampon,super,79,,
2026-07-27,SITE_013,Partner Site 13,period_tampon,super_plus,34,,
2026-07-27,SITE_013,Partner Site 13,period_liner,one_size,67,,
2026-08-03,SITE_013,Partner Site 13,diaper,N,68,2.0,2.0
2026-08-03,SITE_013,Partner Site 13,diaper,1,157,2.0,3.0
2026-08-03,SITE_013,Partner Site 13,diaper,2,266,5.0,6.0
2026-08-03,SITE_013,Partner Site 13,diaper,3,376,8.0,11.0
2026-08-03,SITE_013,Partner Site 13,diaper,4,523,9.0,10.0
2026-08-03,SITE_013,Partner Site 13,diaper,5,501,8.0,12.0
2026-08-03,SITE_013,Partner Site 13,diaper,6,201,3.0,4.0
2026-08-03,SITE_013,Partner Site 13,diaper,7,65,1.0,1.0
2026-08-03,SITE_013,Partner Site 13,wipes,one_size,1278,,
2026-08-03,SITE_013,Partner Site 13,period_pad,regular,104,,
2026-08-03,SITE_013,Partner Site 13,period_pad,super,63,,
2026-08-03,SITE_013,Partner Site 13,period_pad,overnight,41,,
2026-08-03,SITE_013,Partner Site 13,period_tampon,regular,94,,
2026-08-03,SITE_013,Partner Site 13,period_tampon,super,52,,
2026-08-03,SITE_013,Partner Site 13,period_tampon,super_plus,27,,
2026-08-03,SITE_013,Partner Site 13,period_liner,one_size,63,,
2026-08-03,SITE_013,Partner Site 13,period_cup,one_size,7,,
2026-08-10,SITE_013,Partner Site 13,diaper,N,63,1.0,1.0
2026-08-10,SITE_013,Partner Site 13,diaper,1,147,2.0,3.0
2026-08-10,SITE_013,Partner Site 13,diaper,2,181,3.0,5.0
2026-08-10,SITE_013,Partner Site 13,diaper,3,306,5.0,6.0
2026-08-10,SITE_013,Partner Site 13,diaper,4,419,6.0,8.0
2026-08-10,SITE_013,Partner Site 13,diaper,5,392,7.0,9.0
2026-08-10,SITE_013,Partner Site 13,diaper,6,176,2.0,3.0
2026-08-10,SITE_013,Partner Site 13,diaper,7,46,1.0,1.0
2026-08-10,SITE_013,Partner Site 13,wipes,one_size,1276,,
2026-08-10,SITE_013,Partner Site 13,period_pad,regular,120,,
2026-08-10,SITE_013,Partner Site 13,period_pad,super,79,,
2026-08-10,SITE_013,Partner Site 13,period_pad,overnight,37,,
2026-08-10,SITE_013,Partner Site 13,period_tampon,regular,100,,
2026-08-10,SITE_013,Partner Site 13,period_tampon,super,70,,
2026-08-10,SITE_013,Partner Site 13,period_tampon,super_plus,28,,
2026-08-17,SITE_013,Partner Site 13,diaper,N,71,1.0,1.0
2026-08-17,SITE_013,Partner Site 13,diaper,1,197,4.0,5.0
2026-08-17,SITE_013,Partner Site 13,diaper,2,267,6.0,7.0
2026-08-17,SITE_013,Partner Site 13,diaper,3,367,7.0,9.0
2026-08-17,SITE_013,Partner Site 13,diaper,4,491,9.0,11.0
2026-08-17,SITE_013,Partner Site 13,diaper,5,484,9.0,10.0
2026-08-17,SITE_013,Partner Site 13,diaper,6,193,3.0,4.0
2026-08-17,SITE_013,Partner Site 13,diaper,7,60,1.0,1.0
2026-08-17,SITE_013,Partner Site 13,wipes,one_size,1098,,
2026-08-17,SITE_013,Partner Site 13,period_pad,regular,109,,
2026-08-17,SITE_013,Partner Site 13,period_pad,super,57,,
2026-08-17,SITE_013,Partner Site 13,period_pad,overnight,46,,
2026-08-17,SITE_013,Partner Site 13,period_liner,one_size,68,,
2026-08-24,SITE_013,Partner Site 13,diaper,N,51,1.0,1.0
2026-08-24,SITE_013,Partner Site 13,diaper,1,140,3.0,3.0
2026-08-24,SITE_013,Partner Site 13,diaper,2,211,4.0,5.0
2026-08-24,SITE_013,Partner Site 13,diaper,3,278,5.0,6.0
2026-08-24,SITE_013,Partner Site 13,diaper,4,414,6.0,8.0
2026-08-24,SITE_013,Partner Site 13,diaper,5,413,10.0,11.0
2026-08-24,SITE_013,Partner Site 13,diaper,6,173,3.0,4.0
2026-08-24,SITE_013,Partner Site 13,diaper,7,55,1.0,1.0
2026-08-24,SITE_013,Partner Site 13,wipes,one_size,1113,,
2026-08-24,SITE_013,Partner Site 13,period_pad,regular,124,,
2026-08-24,SITE_013,Partner Site 13,period_pad,super,74,,
2026-08-24,SITE_013,Partner Site 13,period_pad,overnight,41,,
2026-08-24,SITE_013,Partner Site 13,period_tampon,regular,93,,
2026-08-24,SITE_013,Partner Site 13,period_tampon,super,49,,
2026-08-24,SITE_013,Partner Site 13,period_tampon,super_plus,24,,
2026-08-24,SITE_013,Partner Site 13,period_liner,one_size,61,,
2026-08-31,SITE_013,Partner Site 13,diaper,N,65,1.0,2.0
2026-08-31,SITE_013,Partner Site 13,diaper,1,153,3.0,4.0
2026-08-31,SITE_013,Partner Site 13,diaper,2,265,4.0,5.0
2026-08-31,SITE_013,Partner Site 13,diaper,3,327,4.0,6.0
2026-08-31,SITE_013,Partner Site 13,diaper,4,483,9.0,11.0
2026-08-31,SITE_013,Partner Site 13,diaper,5,464,8.0,11.0
2026-08-31,SITE_013,Partner Site 13,diaper,6,186,3.0,4.0
2026-08-31,SITE_013,Partner Site 13,diaper,7,68,1.0,1.0
2026-08-31,SITE_013,Partner Site 13,wipes,one_size,1179,,
2026-08-31,SITE_013,Partner Site 13,period_pad,regular,153,,
2026-08-31,SITE_013,Partner Site 13,period_pad,super,80,,
2026-08-31,SITE_013,Partner Site 13,period_pad,overnight,46,,
2026-08-31,SITE_013,Partner Site 13,period_tampon,regular,114,,
2026-08-31,SITE_013,Partner Site 13,period_tampon,super,57,,
2026-08-31,SITE_013,Partner Site 13,period_tampon,super_plus,25,,
2026-08-31,SITE_013,Partner Site 13,period_cup,one_size,13,,
2026-09-07,SITE_013,Partner Site 13,diaper,N,62,1.0,1.0
2026-09-07,SITE_013,Partner Site 13,diaper,1,181,4.0,5.0
2026-09-07,SITE_013,Partner Site 13,diaper,2,262,5.0,7.0
2026-09-07,SITE_013,Partner Site 13,diaper,3,365,7.0,8.0
2026-09-07,SITE_013,Partner Site 13,diaper,4,565,10.0,12.0
2026-09-07,SITE_013,Partner Site 13,diaper,5,517,10.0,12.0
2026-09-07,SITE_013,Partner Site 13,diaper,6,267,5.0,7.0
2026-09-07,SITE_013,Partner Site 13,diaper,7,62,2.0,2.0
2026-09-07,SITE_013,Partner Site 13,wipes,one_size,1278,,
2026-09-07,SITE_013,Partner Site 13,period_pad,regular,120,,
2026-09-07,SITE_013,Partner Site 13,period_pad,super,75,,
2026-09-07,SITE_013,Partner Site 13,period_pad,overnight,36,,
2026-09-07,SITE_013,Partner Site 13,period_tampon,regular,104,,
2026-09-07,SITE_013,Partner Site 13,period_tampon,super,55,,
2026-09-07,SITE_013,Partner Site 13,period_tampon,super_plus,26,,
2026-09-07,SITE_013,Partner Site 13,period_liner,one_size,96,,
2026-09-14,SITE_013,Partner Site 13,diaper,N,55,1.0,1.0
2026-09-14,SITE_013,Partner Site 13,diaper,1,135,2.0,3.0
2026-09-14,SITE_013,Partner Site 13,diaper,2,262,4.0,5.0
2026-09-14,SITE_013,Partner Site 13,diaper,3,329,6.0,8.0
2026-09-14,SITE_013,Partner Site 13,diaper,4,487,10.0,13.0
2026-09-14,SITE_013,Partner Site 13,diaper,5,448,6.0,9.0
2026-09-14,SITE_013,Partner Site 13,diaper,6,185,4.0,5.0
2026-09-14,SITE_013,Partner Site 13,diaper,7,68,2.0,2.0
2026-09-14,SITE_013,Partner Site 13,wipes,one_size,940,,
2026-09-14,SITE_013,Partner Site 13,period_pad,regular,107,,
2026-09-14,SITE_013,Partner Site 13,period_pad,super,61,,
2026-09-14,SITE_013,Partner Site 13,period_pad,overnight,49,,
2026-09-14,SITE_013,Partner Site 13,period_tampon,regular,116,,
2026-09-14,SITE_013,Partner Site 13,period_tampon,super,74,,
2026-09-14,SITE_013,Partner Site 13,period_tampon,super_plus,33,,
2026-09-21,SITE_013,Partner Site 13,diaper,N,82,2.0,2.0
2026-09-21,SITE_013,Partner Site 13,diaper,1,213,3.0,4.0
2026-09-21,SITE_013,Partner Site 13,diaper,2,288,4.0,6.0
2026-09-21,SITE_013,Partner Site 13,diaper,3,419,7.0,9.0
2026-09-21,SITE_013,Partner Site 13,diaper,4,658,12.0,17.0
2026-09-21,SITE_013,Partner Site 13,diaper,5,626,12.0,16.0
2026-09-21,SITE_013,Partner Site 13,diaper,6,253,4.0,5.0
2026-09-21,SITE_013,Partner Site 13,diaper,7,74,2.0,2.0
2026-09-21,SITE_013,Partner Site 13,wipes,one_size,1591,,
2026-09-21,SITE_013,Partner Site 13,period_pad,regular,114,,
2026-09-21,SITE_013,Partner Site 13,period_pad,super,78,,
2026-09-21,SITE_013,Partner Site 13,period_pad,overnight,43,,
2026-09-21,SITE_013,Partner Site 13,period_tampon,regular,69,,
2026-09-21,SITE_013,Partner Site 13,period_tampon,super,41,,
2026-09-21,SITE_013,Partner Site 13,period_tampon,super_plus,17,,
2025-03-31,SITE_014,Partner Site 14,diaper,N,25,1.0,1.0
2025-03-31,SITE_014,Partner Site 14,diaper,1,40,1.0,1.0
2025-03-31,SITE_014,Partner Site 14,diaper,2,69,1.0,2.0
2025-03-31,SITE_014,Partner Site 14,diaper,3,110,1.0,2.0
2025-03-31,SITE_014,Partner Site 14,diaper,4,166,2.0,3.0
2025-03-31,SITE_014,Partner Site 14,diaper,5,158,4.0,4.0
2025-03-31,SITE_014,Partner Site 14,diaper,6,77,2.0,2.0
2025-03-31,SITE_014,Partner Site 14,diaper,7,26,1.0,1.0
2025-03-31,SITE_014,Partner Site 14,wipes,one_size,424,,
2025-03-31,SITE_014,Partner Site 14,pull_up,2T-3T,48,,
2025-03-31,SITE_014,Partner Site 14,pull_up,3T-4T,62,,
2025-03-31,SITE_014,Partner Site 14,pull_up,4T-5T,35,,
2025-04-07,SITE_014,Partner Site 14,diaper,N,20,1.0,1.0
2025-04-07,SITE_014,Partner Site 14,diaper,1,54,1.0,1.0
2025-04-07,SITE_014,Partner Site 14,diaper,2,107,2.0,2.0
2025-04-07,SITE_014,Partner Site 14,diaper,3,149,2.0,3.0
2025-04-07,SITE_014,Partner Site 14,diaper,4,232,4.0,5.0
2025-04-07,SITE_014,Partner Site 14,diaper,5,216,4.0,5.0
2025-04-07,SITE_014,Partner Site 14,diaper,6,88,2.0,2.0
2025-04-07,SITE_014,Partner Site 14,diaper,7,24,1.0,1.0
2025-04-07,SITE_014,Partner Site 14,wipes,one_size,274,,
2025-04-07,SITE_014,Partner Site 14,pull_up,2T-3T,42,,
2025-04-07,SITE_014,Partner Site 14,pull_up,3T-4T,45,,
2025-04-07,SITE_014,Partner Site 14,pull_up,4T-5T,34,,
2025-04-14,SITE_014,Partner Site 14,diaper,N,16,1.0,1.0
2025-04-14,SITE_014,Partner Site 14,diaper,1,49,1.0,1.0
2025-04-14,SITE_014,Partner Site 14,diaper,2,67,1.0,1.0
2025-04-14,SITE_014,Partner Site 14,diaper,3,104,1.0,2.0
2025-04-14,SITE_014,Partner Site 14,diaper,4,181,2.0,3.0
2025-04-14,SITE_014,Partner Site 14,diaper,5,174,3.0,4.0
2025-04-14,SITE_014,Partner Site 14,diaper,6,75,1.0,1.0
2025-04-14,SITE_014,Partner Site 14,diaper,7,22,1.0,1.0
2025-04-14,SITE_014,Partner Site 14,wipes,one_size,405,,
2025-04-14,SITE_014,Partner Site 14,pull_up,2T-3T,52,,
2025-04-14,SITE_014,Partner Site 14,pull_up,3T-4T,63,,
2025-04-14,SITE_014,Partner Site 14,pull_up,4T-5T,46,,
2025-04-21,SITE_014,Partner Site 14,diaper,N,13,1.0,1.0
2025-04-21,SITE_014,Partner Site 14,diaper,1,41,1.0,1.0
2025-04-21,SITE_014,Partner Site 14,diaper,2,85,1.0,2.0
2025-04-21,SITE_014,Partner Site 14,diaper,3,132,3.0,4.0
2025-04-21,SITE_014,Partner Site 14,diaper,4,203,4.0,5.0
2025-04-21,SITE_014,Partner Site 14,diaper,5,214,4.0,5.0
2025-04-21,SITE_014,Partner Site 14,diaper,6,79,2.0,2.0
2025-04-21,SITE_014,Partner Site 14,diaper,7,24,1.0,1.0
2025-04-21,SITE_014,Partner Site 14,wipes,one_size,603,,
2025-04-21,SITE_014,Partner Site 14,pull_up,2T-3T,31,,
2025-04-21,SITE_014,Partner Site 14,pull_up,3T-4T,45,,
2025-04-21,SITE_014,Partner Site 14,pull_up,4T-5T,30,,
2025-04-28,SITE_014,Partner Site 14,diaper,N,11,1.0,1.0
2025-04-28,SITE_014,Partner Site 14,diaper,1,47,1.0,1.0
2025-04-28,SITE_014,Partner Site 14,diaper,2,80,1.0,2.0
2025-04-28,SITE_014,Partner Site 14,diaper,3,131,2.0,3.0
2025-04-28,SITE_014,Partner Site 14,diaper,4,185,4.0,4.0
2025-04-28,SITE_014,Partner Site 14,diaper,5,199,3.0,4.0
2025-04-28,SITE_014,Partner Site 14,diaper,6,62,2.0,2.0
2025-04-28,SITE_014,Partner Site 14,diaper,7,29,1.0,1.0
2025-04-28,SITE_014,Partner Site 14,pull_up,2T-3T,38,,
2025-04-28,SITE_014,Partner Site 14,pull_up,3T-4T,39,,
2025-04-28,SITE_014,Partner Site 14,pull_up,4T-5T,32,,
2025-05-05,SITE_014,Partner Site 14,diaper,N,11,1.0,1.0
2025-05-05,SITE_014,Partner Site 14,diaper,1,48,1.0,1.0
2025-05-05,SITE_014,Partner Site 14,diaper,2,94,2.0,3.0
2025-05-05,SITE_014,Partner Site 14,diaper,3,151,3.0,4.0
2025-05-05,SITE_014,Partner Site 14,diaper,4,226,4.0,5.0
2025-05-05,SITE_014,Partner Site 14,diaper,5,230,4.0,5.0
2025-05-05,SITE_014,Partner Site 14,diaper,6,81,1.0,1.0
2025-05-05,SITE_014,Partner Site 14,diaper,7,20,1.0,1.0
2025-05-05,SITE_014,Partner Site 14,wipes,one_size,353,,
2025-05-12,SITE_014,Partner Site 14,diaper,N,12,1.0,1.0
2025-05-12,SITE_014,Partner Site 14,diaper,1,54,1.0,1.0
2025-05-12,SITE_014,Partner Site 14,diaper,2,79,1.0,2.0
2025-05-12,SITE_014,Partner Site 14,diaper,3,127,2.0,3.0
2025-05-12,SITE_014,Partner Site 14,diaper,4,211,4.0,5.0
2025-05-12,SITE_014,Partner Site 14,diaper,5,202,4.0,6.0
2025-05-12,SITE_014,Partner Site 14,diaper,6,81,2.0,2.0
2025-05-12,SITE_014,Partner Site 14,diaper,7,26,1.0,1.0
2025-05-12,SITE_014,Partner Site 14,wipes,one_size,345,,
2025-05-12,SITE_014,Partner Site 14,pull_up,2T-3T,48,,
2025-05-12,SITE_014,Partner Site 14,pull_up,3T-4T,54,,
2025-05-12,SITE_014,Partner Site 14,pull_up,4T-5T,44,,
2025-05-19,SITE_014,Partner Site 14,diaper,N,12,1.0,1.0
2025-05-19,SITE_014,Partner Site 14,diaper,1,51,1.0,1.0
2025-05-19,SITE_014,Partner Site 14,diaper,2,81,2.0,2.0
2025-05-19,SITE_014,Partner Site 14,diaper,3,149,3.0,4.0
2025-05-19,SITE_014,Partner Site 14,diaper,4,230,4.0,6.0
2025-05-19,SITE_014,Partner Site 14,diaper,5,197,3.0,4.0
2025-05-19,SITE_014,Partner Site 14,diaper,6,79,1.0,2.0
2025-05-19,SITE_014,Partner Site 14,diaper,7,19,1.0,1.0
2025-05-19,SITE_014,Partner Site 14,wipes,one_size,374,,
2025-05-19,SITE_014,Partner Site 14,pull_up,2T-3T,37,,
2025-05-19,SITE_014,Partner Site 14,pull_up,3T-4T,57,,
2025-05-19,SITE_014,Partner Site 14,pull_up,4T-5T,38,,
2025-05-26,SITE_014,Partner Site 14,diaper,N,16,1.0,1.0
2025-05-26,SITE_014,Partner Site 14,diaper,1,47,1.0,1.0
2025-05-26,SITE_014,Partner Site 14,diaper,2,69,2.0,2.0
2025-05-26,SITE_014,Partner Site 14,diaper,3,110,2.0,3.0
2025-05-26,SITE_014,Partner Site 14,diaper,4,177,4.0,5.0
2025-05-26,SITE_014,Partner Site 14,diaper,5,183,3.0,4.0
2025-05-26,SITE_014,Partner Site 14,diaper,6,66,1.0,1.0
2025-05-26,SITE_014,Partner Site 14,diaper,7,18,1.0,1.0
2025-05-26,SITE_014,Partner Site 14,wipes,one_size,441,,
2025-05-26,SITE_014,Partner Site 14,pull_up,2T-3T,46,,
2025-05-26,SITE_014,Partner Site 14,pull_up,3T-4T,54,,
2025-05-26,SITE_014,Partner Site 14,pull_up,4T-5T,43,,
2025-06-02,SITE_014,Partner Site 14,diaper,N,5,1.0,1.0
2025-06-02,SITE_014,Partner Site 14,diaper,1,48,1.0,1.0
2025-06-02,SITE_014,Partner Site 14,diaper,2,56,1.0,1.0
2025-06-02,SITE_014,Partner Site 14,diaper,3,90,1.0,2.0
2025-06-02,SITE_014,Partner Site 14,diaper,4,126,2.0,2.0
2025-06-02,SITE_014,Partner Site 14,diaper,5,141,3.0,4.0
2025-06-02,SITE_014,Partner Site 14,diaper,6,43,1.0,1.0
2025-06-02,SITE_014,Partner Site 14,diaper,7,13,1.0,1.0
2025-06-02,SITE_014,Partner Site 14,wipes,one_size,318,,
2025-06-02,SITE_014,Partner Site 14,pull_up,2T-3T,23,,
2025-06-02,SITE_014,Partner Site 14,pull_up,3T-4T,55,,
2025-06-02,SITE_014,Partner Site 14,pull_up,4T-5T,26,,
2025-06-09,SITE_014,Partner Site 14,diaper,N,9,1.0,1.0
2025-06-09,SITE_014,Partner Site 14,diaper,1,44,1.0,1.0
2025-06-09,SITE_014,Partner Site 14,diaper,2,58,1.0,1.0
2025-06-09,SITE_014,Partner Site 14,diaper,3,100,2.0,2.0
2025-06-09,SITE_014,Partner Site 14,diaper,4,159,2.0,3.0
2025-06-09,SITE_014,Partner Site 14,diaper,5,155,3.0,4.0
2025-06-09,SITE_014,Partner Site 14,diaper,6,59,1.0,2.0
2025-06-09,SITE_014,Partner Site 14,diaper,7,18,1.0,1.0
2025-06-09,SITE_014,Partner Site 14,wipes,one_size,298,,
2025-06-09,SITE_014,Partner Site 14,pull_up,2T-3T,37,,
2025-06-09,SITE_014,Partner Site 14,pull_up,3T-4T,48,,
2025-06-09,SITE_014,Partner Site 14,pull_up,4T-5T,41,,
2025-06-16,SITE_014,Partner Site 14,diaper,N,13,1.0,1.0
2025-06-16,SITE_014,Partner Site 14,diaper,1,31,1.0,1.0
2025-06-16,SITE_014,Partner Site 14,diaper,2,64,1.0,1.0
2025-06-16,SITE_014,Partner Site 14,diaper,3,115,1.0,2.0
2025-06-16,SITE_014,Partner Site 14,diaper,4,169,2.0,3.0
2025-06-16,SITE_014,Partner Site 14,diaper,5,155,3.0,3.0
2025-06-16,SITE_014,Partner Site 14,diaper,6,54,1.0,1.0
2025-06-16,SITE_014,Partner Site 14,diaper,7,18,1.0,1.0
2025-06-16,SITE_014,Partner Site 14,wipes,one_size,269,,
2025-06-16,SITE_014,Partner Site 14,pull_up,2T-3T,31,,
2025-06-16,SITE_014,Partner Site 14,pull_up,3T-4T,41,,
2025-06-16,SITE_014,Partner Site 14,pull_up,4T-5T,26,,
2025-06-23,SITE_014,Partner Site 14,diaper,N,7,1.0,1.0
2025-06-23,SITE_014,Partner Site 14,diaper,1,30,1.0,1.0
2025-06-23,SITE_014,Partner Site 14,diaper,2,50,1.0,1.0
2025-06-23,SITE_014,Partner Site 14,diaper,3,59,1.0,1.0
2025-06-23,SITE_014,Partner Site 14,diaper,4,101,1.0,2.0
2025-06-23,SITE_014,Partner Site 14,diaper,5,111,2.0,2.0
2025-06-23,SITE_014,Partner Site 14,diaper,6,48,1.0,1.0
2025-06-23,SITE_014,Partner Site 14,diaper,7,10,1.0,1.0
2025-06-23,SITE_014,Partner Site 14,wipes,one_size,328,,
2025-06-23,SITE_014,Partner Site 14,pull_up,2T-3T,37,,
2025-06-23,SITE_014,Partner Site 14,pull_up,3T-4T,51,,
2025-06-23,SITE_014,Partner Site 14,pull_up,4T-5T,27,,
2025-06-30,SITE_014,Partner Site 14,diaper,N,13,1.0,1.0
2025-06-30,SITE_014,Partner Site 14,diaper,1,39,1.0,1.0
2025-06-30,SITE_014,Partner Site 14,diaper,2,71,1.0,2.0
2025-06-30,SITE_014,Partner Site 14,diaper,3,96,2.0,2.0
2025-06-30,SITE_014,Partner Site 14,diaper,4,160,3.0,4.0
2025-06-30,SITE_014,Partner Site 14,diaper,5,166,2.0,3.0
2025-06-30,SITE_014,Partner Site 14,diaper,6,58,1.0,1.0
2025-06-30,SITE_014,Partner Site 14,diaper,7,13,1.0,1.0
2025-06-30,SITE_014,Partner Site 14,wipes,one_size,220,,
2025-06-30,SITE_014,Partner Site 14,pull_up,2T-3T,32,,
2025-06-30,SITE_014,Partner Site 14,pull_up,3T-4T,42,,
2025-06-30,SITE_014,Partner Site 14,pull_up,4T-5T,48,,
2025-07-07,SITE_014,Partner Site 14,diaper,N,7,1.0,1.0
2025-07-07,SITE_014,Partner Site 14,diaper,1,29,1.0,1.0
2025-07-07,SITE_014,Partner Site 14,diaper,2,46,1.0,1.0
2025-07-07,SITE_014,Partner Site 14,diaper,3,97,1.0,2.0
2025-07-07,SITE_014,Partner Site 14,diaper,4,142,2.0,3.0
2025-07-07,SITE_014,Partner Site 14,diaper,5,119,2.0,3.0
2025-07-07,SITE_014,Partner Site 14,diaper,6,54,1.0,1.0
2025-07-07,SITE_014,Partner Site 14,diaper,7,24,1.0,1.0
2025-07-07,SITE_014,Partner Site 14,wipes,one_size,328,,
2025-07-07,SITE_014,Partner Site 14,pull_up,2T-3T,36,,
2025-07-07,SITE_014,Partner Site 14,pull_up,3T-4T,52,,
2025-07-07,SITE_014,Partner Site 14,pull_up,4T-5T,43,,
2025-07-14,SITE_014,Partner Site 14,diaper,N,8,1.0,1.0
2025-07-14,SITE_014,Partner Site 14,diaper,1,29,1.0,1.0
2025-07-14,SITE_014,Partner Site 14,diaper,2,62,2.0,2.0
2025-07-14,SITE_014,Partner Site 14,diaper,3,93,1.0,2.0
2025-07-14,SITE_014,Partner Site 14,diaper,4,133,3.0,3.0
2025-07-14,SITE_014,Partner Site 14,diaper,5,127,2.0,3.0
2025-07-14,SITE_014,Partner Site 14,diaper,6,46,1.0,1.0
2025-07-14,SITE_014,Partner Site 14,diaper,7,22,1.0,1.0
2025-07-14,SITE_014,Partner Site 14,wipes,one_size,279,,
2025-07-14,SITE_014,Partner Site 14,pull_up,2T-3T,40,,
2025-07-14,SITE_014,Partner Site 14,pull_up,3T-4T,43,,
2025-07-14,SITE_014,Partner Site 14,pull_up,4T-5T,29,,
2025-07-21,SITE_014,Partner Site 14,diaper,N,13,1.0,1.0
2025-07-21,SITE_014,Partner Site 14,diaper,1,53,1.0,1.0
2025-07-21,SITE_014,Partner Site 14,diaper,2,73,2.0,2.0
2025-07-21,SITE_014,Partner Site 14,diaper,3,138,2.0,3.0
2025-07-21,SITE_014,Partner Site 14,diaper,4,203,4.0,5.0
2025-07-21,SITE_014,Partner Site 14,diaper,5,207,3.0,4.0
2025-07-21,SITE_014,Partner Site 14,diaper,6,80,1.0,1.0
2025-07-21,SITE_014,Partner Site 14,diaper,7,27,1.0,1.0
2025-07-21,SITE_014,Partner Site 14,wipes,one_size,298,,
2025-07-21,SITE_014,Partner Site 14,pull_up,2T-3T,32,,
2025-07-21,SITE_014,Partner Site 14,pull_up,3T-4T,34,,
2025-07-21,SITE_014,Partner Site 14,pull_up,4T-5T,38,,
2025-07-28,SITE_014,Partner Site 14,diaper,N,11,1.0,1.0
2025-07-28,SITE_014,Partner Site 14,diaper,1,23,1.0,1.0
2025-07-28,SITE_014,Partner Site 14,diaper,2,58,1.0,1.0
2025-07-28,SITE_014,Partner Site 14,diaper,3,85,2.0,2.0
2025-07-28,SITE_014,Partner Site 14,diaper,4,149,3.0,4.0
2025-07-28,SITE_014,Partner Site 14,diaper,5,135,3.0,4.0
2025-07-28,SITE_014,Partner Site 14,diaper,6,52,1.0,1.0
2025-07-28,SITE_014,Partner Site 14,diaper,7,24,1.0,1.0
2025-07-28,SITE_014,Partner Site 14,wipes,one_size,347,,
2025-07-28,SITE_014,Partner Site 14,pull_up,2T-3T,33,,
2025-07-28,SITE_014,Partner Site 14,pull_up,3T-4T,36,,
2025-07-28,SITE_014,Partner Site 14,pull_up,4T-5T,29,,
2025-08-04,SITE_014,Partner Site 14,diaper,N,20,1.0,1.0
2025-08-04,SITE_014,Partner Site 14,diaper,1,39,1.0,1.0
2025-08-04,SITE_014,Partner Site 14,diaper,2,65,1.0,1.0
2025-08-04,SITE_014,Partner Site 14,diaper,3,100,2.0,2.0
2025-08-04,SITE_014,Partner Site 14,diaper,4,188,3.0,4.0
2025-08-04,SITE_014,Partner Site 14,diaper,5,215,3.0,4.0
2025-08-04,SITE_014,Partner Site 14,diaper,6,72,1.0,1.0
2025-08-04,SITE_014,Partner Site 14,diaper,7,21,1.0,1.0
2025-08-04,SITE_014,Partner Site 14,wipes,one_size,268,,
2025-08-04,SITE_014,Partner Site 14,pull_up,2T-3T,48,,
2025-08-04,SITE_014,Partner Site 14,pull_up,3T-4T,31,,
2025-08-04,SITE_014,Partner Site 14,pull_up,4T-5T,30,,
2025-08-11,SITE_014,Partner Site 14,diaper,N,12,1.0,1.0
2025-08-11,SITE_014,Partner Site 14,diaper,1,37,1.0,1.0
2025-08-11,SITE_014,Partner Site 14,diaper,2,75,1.0,1.0
2025-08-11,SITE_014,Partner Site 14,diaper,3,111,2.0,3.0
2025-08-11,SITE_014,Partner Site 14,diaper,4,180,3.0,4.0
2025-08-11,SITE_014,Partner Site 14,diaper,5,167,3.0,4.0
